Organisation,SctrCluster,3RP,P_CODE,P_CODE_DIS
AAR Japan,Basic Needs,No,TR47,TR4702088
ASAM,Basic Needs,Yes,TR01,TR0101104
ASAM,Basic Needs,Yes,TR01,TR0101104
ASAM,Basic Needs,Yes,TR01,TR0101104
ASAM,Basic Needs,Yes,TR27,TR2701844
ASAM,Basic Needs,Yes,TR27,TR2701841
ASAM,Basic Needs,Yes,TR27,TR2701844
ASAM,Basic Needs,Yes,TR27,TR2701844
ASAM,Basic Needs,Yes,TR31,TR3102080
ASAM,Basic Needs,Yes,TR46,TR4602084
ASAM,Basic Needs,Yes,TR44,TR4401772
ASAM,Basic Needs,Yes,TR80,TR8001560
ASAM,Basic Needs,Yes,TR63,TR6302092
ASAM,Basic Needs,Yes,TR01,TR0101104
ASAM,Basic Needs,Yes,TR01,TR0101104
ASAM,Basic Needs,Yes,TR01,TR0101104
ASAM,Basic Needs,Yes,TR27,TR2701844
ASAM,Basic Needs,Yes,TR27,TR2701841
ASAM,Basic Needs,Yes,TR27,TR2701844
ASAM,Basic Needs,Yes,TR27,TR2701844
ASAM,Basic Needs,Yes,TR46,TR4602084
ASAM,Basic Needs,Yes,TR44,TR4401772
GOAL ,Basic Needs,No,TR01,TR0101104
ASAM,Basic Needs,Yes,TR80,TR8001560
ASAM,Basic Needs,Yes,TR63,TR6302092
ASAM,Basic Needs,Yes,TR01,TR0101104
ASAM,Basic Needs,Yes,TR01,TR0101104
ASAM,Basic Needs,Yes,TR01,TR0101104
ASAM,Basic Needs,Yes,TR27,TR2701844
ASAM,Basic Needs,Yes,TR27,TR2701841
ASAM,Basic Needs,Yes,TR27,TR2701844
ASAM,Basic Needs,Yes,TR27,TR2701844
ASAM,Basic Needs,Yes,TR46,TR4602084
ASAM,Basic Needs,Yes,TR44,TR4401772
ASAM,Basic Needs,Yes,TR80,TR8001560
ASAM,Basic Needs,Yes,TR63,TR6302092
ASAM,Basic Needs,Yes,TR01,TR0101104
ASAM,Basic Needs,Yes,TR27,TR2701844
ASAM,Basic Needs,Yes,TR01,TR0101104
ASAM,Basic Needs,Yes,TR27,TR2701844
ASAM,Basic Needs,Yes,TR01,TR0101104
ASAM,Basic Needs,Yes,TR01,TR0101104
ASAM,Basic Needs,Yes,TR01,TR0101104
ASAM,Basic Needs,Yes,TR27,TR2701844
ASAM,Basic Needs,Yes,TR27,TR2701841
ASAM,Basic Needs,Yes,TR27,TR2701844
ASAM,Basic Needs,Yes,TR27,TR2701844
ASAM,Basic Needs,Yes,TR46,TR4602084
ASAM,Basic Needs,Yes,TR44,TR4401772
ASAM,Basic Needs,Yes,TR80,TR8001560
ASAM,Basic Needs,Yes,TR63,TR6302092
ASAM,Basic Needs,Yes,TR31,TR3102080
ASAM,Basic Needs,Yes,TR31,TR3102080
ASAM,Basic Needs,Yes,TR31,TR3102080
CARE International,Basic Needs,Yes,TR63,TR6301194
CARE International,Basic Needs,Yes,TR63,TR6301378
CARE International,Basic Needs,No,TR63,TR6301194
CARE International,Basic Needs,No,TR63,TR6301378
Danish Refugee Council,Basic Needs,No,TR79,TR7901476
Danish Refugee Council,Basic Needs,No,TR79,TR7901476
Danish Refugee Council,Basic Needs,No,TR79,TR7901476
ASAM,Basic Needs,Yes,TR47,TR4702088
ASAM,Basic Needs,Yes,TR47,TR4702088
ASAM,Basic Needs,Yes,TR47,TR4702088
ASAM,Basic Needs,Yes,TR47,TR4702088
Danish Refugee Council,Basic Needs,No,TR46,TR4602084
Danish Refugee Council,Basic Needs,No,TR63,TR6302092
AAR Japan,Education,No,TR63,TR6302091
ASAM,Education,Yes,TR31,TR3102080
ASAM,Education,Yes,TR31,TR3102080
Save the Children ,Education,Yes,TR31,TR3102080
Save the Children ,Education,Yes,TR31,TR3102080
Save the Children ,Education,Yes,TR31,TR3102080
Save the Children ,Education,Yes,TR31,TR3102080
Save the Children ,Education,Yes,TR31,TR3102080
Save the Children ,Education,Yes,TR31,TR3102080
Save the Children ,Education,Yes,TR31,TR3102080
Save the Children ,Education,Yes,TR31,TR3102080
CRS,Education,No,TR79,TR7901476
International Blue Crescent Relief and Development Foundation (IBC),Education,Yes,TR79,TR7901476
International Blue Crescent Relief and Development Foundation (IBC),Education,Yes,TR79,TR7901476
International Blue Crescent Relief and Development Foundation (IBC),Education,Yes,TR79,TR7901476
International Blue Crescent Relief and Development Foundation (IBC),Education,Yes,TR79,TR7901476
International Blue Crescent Relief and Development Foundation (IBC),Education,Yes,TR79,TR7901476
International Blue Crescent Relief and Development Foundation (IBC),Education,Yes,TR79,TR7901476
International Blue Crescent Relief and Development Foundation (IBC),Education,Yes,TR79,TR7901476
ASAM,Education,Yes,TR01,TR0101104
ASAM,Education,Yes,TR27,TR2701844
ASAM,Education,Yes,TR01,TR0101104
ASAM,Education,Yes,TR27,TR2701844
ASAM,Education,Yes,TR27,TR2701841
ASAM,Education,Yes,TR01,TR0101104
ASAM,Education,Yes,TR01,TR0101104
ASAM,Education,Yes,TR01,TR0101104
ASAM,Education,Yes,TR27,TR2701844
ASAM,Education,Yes,TR27,TR2701841
ASAM,Education,Yes,TR27,TR2701844
ASAM,Education,Yes,TR27,TR2701844
ASAM,Education,Yes,TR46,TR4602084
ASAM,Education,Yes,TR44,TR4401772
ASAM,Education,Yes,TR80,TR8001560
ASAM,Education,Yes,TR63,TR6302092
ASAM,Education,Yes,TR01,TR0101104
ASAM,Education,Yes,TR27,TR2701844
ASAM,Education,Yes,TR01,TR0101104
ASAM,Education,Yes,TR27,TR2701844
ASAM,Education,Yes,TR01,TR0101104
ASAM,Education,Yes,TR27,TR2701844
ASAM,Education,Yes,TR01,TR0101104
ASAM,Education,Yes,TR27,TR2701844
ASAM,Education,Yes,TR27,TR2701841
ASAM,Education,Yes,TR01,TR0101104
ASAM,Education,Yes,TR27,TR2701844
ASAM,Education,Yes,TR01,TR0101104
ASAM,Education,Yes,TR27,TR2701844
ASAM,Education,Yes,TR27,TR2701841
ASAM,Education,Yes,TR01,TR0101104
ASAM,Education,Yes,TR27,TR2701844
ASAM,Education,Yes,TR01,TR0101104
ASAM,Education,Yes,TR27,TR2701844
ASAM,Education,Yes,TR27,TR2701841
ASAM,Education,Yes,TR01,TR0101104
ASAM,Education,Yes,TR27,TR2701844
ASAM,Education,Yes,TR01,TR0101104
ASAM,Education,Yes,TR27,TR2701844
ASAM,Education,Yes,TR27,TR2701841
ASAM,Education,Yes,TR01,TR0101104
ASAM,Education,Yes,TR01,TR0101104
ASAM,Education,Yes,TR01,TR0101104
ASAM,Education,Yes,TR27,TR2701844
ASAM,Education,Yes,TR27,TR2701841
ASAM,Education,Yes,TR27,TR2701844
ASAM,Education,Yes,TR27,TR2701844
ASAM,Education,Yes,TR46,TR4602084
ASAM,Education,Yes,TR44,TR4401772
ASAM,Education,Yes,TR80,TR8001560
ASAM,Education,Yes,TR63,TR6302092
CARE International,Education,No,TR27,TR2701841
CARE International,Education,No,TR27,TR2701844
CRS,Education,No,TR27,TR2701841
CRS,Education,No,TR31,TR3101468
Turkish Red Crescent Kilis Community Center,Education,No,TR79,TR7901476
Turkish Red Crescent Kilis Community Center,Education,No,TR79,TR7901476
Turkish Red Crescent Kilis Community Center,Education,No,TR79,TR7901476
International Blue Crescent Relief and Development Foundation (IBC),Education,Yes,TR27,TR2701415
International Blue Crescent Relief and Development Foundation (IBC),Education,Yes,TR27,TR2701841
International Blue Crescent Relief and Development Foundation (IBC),Education,Yes,TR27,TR2701841
International Blue Crescent Relief and Development Foundation (IBC),Education,Yes,TR63,TR6301115
International Blue Crescent Relief and Development Foundation (IBC),Education,Yes,TR63,TR6301115
International Blue Crescent Relief and Development Foundation (IBC),Education,Yes,TR63,TR6302091
ASAM,Education,Yes,TR47,TR4702088
ASAM,Education,Yes,TR47,TR4702088
AAR Japan,Health,No,TR63,TR6302092
AAR Japan,Health,No,TR63,TR6302091
AAR Japan,Health,No,TR63,TR6302092
AAR Japan,Health,No,TR63,TR6302091
AAR Japan,Health,No,TR63,TR6302092
AAR Japan,Health,No,TR63,TR6301643
AAR Japan,Health,No,TR63,TR6301800
AAR Japan,Health,No,TR63,TR6302091
AAR Japan,Health,No,TR63,TR6301115
AAR Japan,Health,No,TR47,TR4702088
AAR Japan,Health,No,TR47,TR4702088
AAR Japan,Health,No,TR63,TR6302092
AAR Japan,Health,No,TR63,TR6302091
AAR Japan,Health,No,TR63,TR6301643
AAR Japan,Health,No,TR63,TR6301800
AAR Japan,Health,No,TR63,TR6301115
AAR Japan,Health,No,TR63,TR6302092
AAR Japan,Health,No,TR63,TR6301643
AAR Japan,Health,No,TR63,TR6301115
AAR Japan,Health,No,TR63,TR6301800
GOAL ,Health,No,TR01,TR0101104
GOAL ,Health,No,TR01,TR0101104
GOAL ,Health,No,TR01,TR0101104
GOAL ,Health,Yes,TR01,TR0101104
GOAL ,Health,Yes,TR01,TR0101104
GOAL ,Health,Yes,TR01,TR0101104
GOAL ,Health,Yes,TR27,TR2701841
GOAL ,Health,Yes,TR27,TR2701841
GOAL ,Health,Yes,TR27,TR2701841
International Blue Crescent Relief and Development Foundation (IBC),Health,Yes,TR79,TR7901476
International Blue Crescent Relief and Development Foundation (IBC),Health,Yes,TR79,TR7901476
International Blue Crescent Relief and Development Foundation (IBC),Health,Yes,TR79,TR7901476
International Blue Crescent Relief and Development Foundation (IBC),Health,Yes,TR79,TR7901476
IMPR,Health,Yes,TR01,TR0101104
IMPR,Health,Yes,TR01,TR0101104
IMPR,Health,Yes,TR01,TR0101104
IMPR,Health,Yes,TR01,TR0101104
IMPR,Health,Yes,TR01,TR0101104
IMPR,Health,Yes,TR01,TR0101104
IMPR,Health,Yes,TR01,TR0101104
IMPR,Health,Yes,TR01,TR0101104
IMPR,Health,Yes,TR01,TR0101104
IMPR,Health,Yes,TR01,TR0101104
IMPR,Health,Yes,TR63,TR6302091
IMPR,Health,Yes,TR63,TR6302091
IMPR,Health,Yes,TR63,TR6302091
IMPR,Health,Yes,TR63,TR6302091
IMPR,Health,Yes,TR63,TR6302091
IMPR,Health,Yes,TR63,TR6302091
IMPR,Health,Yes,TR63,TR6302091
IMPR,Health,Yes,TR63,TR6302091
IMPR,Health,Yes,TR63,TR6302091
IMPR,Health,Yes,TR63,TR6302091
ASAM,Livelihood,Yes,TR31,TR3102080
Danish Refugee Council,Livelihood,No,TR31,TR3102080
Danish Refugee Council,Livelihood,No,TR31,TR3102080
ASAM,Livelihood,Yes,TR01,TR0101104
ASAM,Livelihood,Yes,TR01,TR0101104
ASAM,Livelihood,Yes,TR01,TR0101104
ASAM,Livelihood,Yes,TR27,TR2701844
ASAM,Livelihood,Yes,TR27,TR2701841
ASAM,Livelihood,Yes,TR27,TR2701844
ASAM,Livelihood,Yes,TR27,TR2701844
ASAM,Livelihood,Yes,TR46,TR4602084
ASAM,Livelihood,Yes,TR44,TR4401772
ASAM,Livelihood,Yes,TR80,TR8001560
ASAM,Livelihood,Yes,TR63,TR6302092
ASAM,Livelihood,Yes,TR01,TR0101104
ASAM,Livelihood,Yes,TR27,TR2701844
ASAM,Livelihood,Yes,TR01,TR0101104
ASAM,Livelihood,Yes,TR27,TR2701844
ASAM,Livelihood,Yes,TR27,TR2701841
CARE International,Livelihood,No,TR27,TR2701841
CARE International,Livelihood,No,TR27,TR2701844
Global communities,Livelihood,No,TR01,TR0101748
Turkish Red Crescent Kilis Community Center,Livelihood,No,TR79,TR7901476
Turkish Red Crescent Kilis Community Center,Livelihood,No,TR79,TR7901476
Turkish Red Crescent Kilis Community Center,Livelihood,No,TR79,TR7901476
Danish Refugee Council,Livelihood,No,TR79,TR7901476
Danish Refugee Council,Livelihood,No,TR79,TR7901476
IMPR,Livelihood,Yes,TR01,TR0101104
IMPR,Livelihood,Yes,TR27,TR2701841
IMPR,Livelihood,Yes,TR63,TR6302092
IMPR,Livelihood,Yes,TR31,TR3102080
IMPR,Livelihood,Yes,TR01,TR0101104
IMPR,Livelihood,Yes,TR27,TR2701841
IMPR,Livelihood,Yes,TR63,TR6302092
IMPR,Livelihood,Yes,TR31,TR3102080
IMPR,Livelihood,Yes,TR63,TR6302092
IMPR,Livelihood,Yes,TR63,TR6302092
IMPR,Livelihood,Yes,TR63,TR6301800
IMPR,Livelihood,Yes,TR63,TR6301800
IMPR,Livelihood,Yes,TR01,TR0101104
IMPR,Livelihood,Yes,TR27,TR2701841
IMPR,Livelihood,Yes,TR63,TR6302092
IMPR,Livelihood,Yes,TR31,TR3102080
IMPR,Livelihood,Yes,TR63,TR6301800
IMPR,Livelihood,Yes,TR01,TR0101104
IMPR,Livelihood,Yes,TR27,TR2701841
IMPR,Livelihood,Yes,TR63,TR6302092
IMPR,Livelihood,Yes,TR31,TR3102080
IMPR,Livelihood,Yes,TR63,TR6301800
IMPR,Livelihood,Yes,TR01,TR0101104
IMPR,Livelihood,Yes,TR27,TR2701841
IMPR,Livelihood,Yes,TR63,TR6302092
IMPR,Livelihood,Yes,TR31,TR3102080
IMPR,Livelihood,Yes,TR63,TR6301800
IMPR,Livelihood,Yes,TR01,TR0101104
IMPR,Livelihood,Yes,TR27,TR2701841
IMPR,Livelihood,Yes,TR63,TR6302092
IMPR,Livelihood,Yes,TR31,TR3102080
IMPR,Livelihood,Yes,TR27,TR2701841
IMPR,Livelihood,Yes,TR27,TR2701841
Yuva,Livelihood,No,TR27,TR2701546
Yuva,Livelihood,No,TR27,TR2701546
Yuva,Livelihood,No,TR27,TR2701546
Yuva,Livelihood,No,TR27,TR2701546
ASAM,Livelihood,Yes,TR47,TR4702088
Danish Refugee Council,Livelihood,No,TR46,TR4602084
Danish Refugee Council,Livelihood,No,TR46,TR4602084
Danish Refugee Council,Livelihood,No,TR63,TR6302092
Danish Refugee Council,Livelihood,No,TR63,TR6302092
AAR Japan,Protection,No,TR63,TR6302091
AAR Japan,Protection,No,TR63,TR6301115
AAR Japan,Protection,No,TR63,TR6301643
AAR Japan,Protection,No,TR63,TR6302092
AAR Japan,Protection,No,TR63,TR6301800
AAR Japan,Protection,No,TR63,TR6302091
AAR Japan,Protection,No,TR63,TR6302091
AAR Japan,Protection,No,TR63,TR6302091
AAR Japan,Protection,No,TR63,TR6302091
AAR Japan,Protection,No,TR63,TR6302091
AAR Japan,Protection,No,TR63,TR6302091
AAR Japan,Protection,No,TR47,TR4702088
AAR Japan,Protection,No,TR47,TR4702088
AAR Japan,Protection,No,TR47,TR4702088
AAR Japan,Protection,No,TR47,TR4702088
AAR Japan,Protection,No,TR47,TR4702088
AAR Japan,Protection,No,TR47,TR4702088
AAR Japan,Protection,No,TR47,TR4702088
AAR Japan,Protection,No,TR47,TR4702088
GOAL ,Protection,No,TR01,TR0101104
GOAL ,Protection,No,TR01,TR0101104
GOAL ,Protection,No,TR01,TR0101104
GOAL ,Protection,No,TR01,TR0101104
GOAL ,Protection,No,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
GOAL ,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
GOAL ,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
GOAL ,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
GOAL ,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
GOAL ,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
IMC,Protection,Yes,TR01,TR2701844
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
GOAL ,Protection,No,TR27,TR2701841
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
GOAL ,Protection,No,TR27,TR2701841
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
GOAL ,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
GOAL ,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
GOAL ,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
GOAL ,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
GOAL ,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
International Organisation for Migration (IOM),Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
International Organisation for Migration (IOM),Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
International Organisation for Migration (IOM),Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
International Organisation for Migration (IOM),Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
International Organisation for Migration (IOM),Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR01,TR0101104
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701841
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR27,TR2701844
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR46,TR4602084
ASAM,Protection,Yes,TR44,TR4401772
ASAM,Protection,Yes,TR31,TR3102080
ASAM,Protection,Yes,TR80,TR8001560
ASAM,Protection,Yes,TR63,TR6302092
